Gene	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	Identity	Fraction	Frameshift events	Best gene	Codons
103581at7898	Single	CM081453.1	40334259	40336474	-	705	195	0.5594	0.927536231884058	0	103581at7898_5	40336221_40336474_-|40335835_40336128_-|40334260_40334491_-
103587at7898	Single	CM081435.1	55303951	55315401	-	1044	224	0.8025	0.8561151079136691	0	103587at7898_7	55315227_55315401_-|55315011_55315103_-|55311307_55311437_-|55306787_55306891_-|55303952_55304161_-
103588at7898	Single	CM081447.1	8570647	8598160	+	793	216	0.645	0.7903780068728522	0	103588at7898_7	8570648_8570786_+|8579133_8579232_+|8591698_8591791_+|8592592_8592659_+|8594889_8594920_+|8597816_8597949_+|8598035_8598160_+
103600at7898	Single	CM081437.1	69724253	69778437	-	869	244	0.5986	0.9484536082474226	0	103600at7898_7	69778394_69778437_-|69768004_69768070_-|69765933_69766120_-|69754810_69754959_-|69740219_69740389_-|69724652_69724706_-|69724254_69724415_-
103607at7898	Single	CM081438.1	51443877	51455791	-	1101	248	0.7344	0.9869281045751634	0	103607at7898_2	51455716_51455791_-|51453006_51453211_-|51452044_51452184_-|51451836_51451931_-|51447899_51447976_-|51443878_51444195_-
103648at7898	Single	CM081446.1	43785737	43790730	+	1892	352	0.7918	1.0	0	103648at7898_0	43785738_43785848_+|43785960_43786066_+|43786725_43786831_+|43786920_43787018_+|43788204_43788314_+|43788398_43788441_+|43788524_43788712_+|43789981_43790138_+|43790208_43790508_+|43790593_43790730_+
103675at7898	Single	CM081449.1	51892982	51895949	-	736	186	0.7081	1.0	0	103675at7898_1	51895828_51895949_-|51895646_51895755_-|51892983_51893374_-
103687at7898	Single	CM081442.1	57377472	57383728	+	1038	223	0.7733	0.875886524822695	0	103687at7898_3	57377473_57377554_+|57381584_57381730_+|57381831_57381891_+|57382095_57382180_+|57382263_57382328_+|57383125_57383193_+|57383369_57383494_+|57383625_57383728_+
103734at7898	Single	CM081456.1	27421323	27426470	+	962	182	0.8571	0.8982300884955752	0	103734at7898_1	27421324_27421492_+|27424916_27425032_+|27426043_27426222_+|27426328_27426470_+
103779at7898	Single	CM081455.1	34607158	34613301	-	729	203	0.5909	0.9484126984126984	0	103779at7898_8	34613262_34613301_-|34612875_34613038_-|34609012_34609176_-|34608528_34608672_-|34607159_34607361_-
103793at7898	Single	CM081442.1	17047886	17090533	+	1045	231	0.6953	0.9782608695652174	0	103793at7898_2	17047887_17047947_+|17048479_17048591_+|17048681_17048715_+|17061804_17061851_+|17063111_17063214_+|17074080_17074171_+|17076194_17076403_+|17080587_17080685_+|17090459_17090533_+
103806at7898	Single	CM081443.1	75808948	75811575	-	1292	243	0.8265	1.0	0	103806at7898_0	75811348_75811575_-|75808949_75809602_-
103810at7898	Single	CM081447.1	69507929	69521604	+	986	252	0.6544	0.9633333333333334	0	103810at7898_2	69507930_69508116_+|69518730_69518796_+|69518885_69519016_+|69519637_69519792_+|69521197_69521319_+|69521426_69521604_+
103865at7898	Single	CM081435.1	124285404	124292323	-	1048	204	0.8058	1.0	0	103865at7898_0	124292263_124292323_-|124288349_124288473_-|124288100_124288199_-|124287539_124287619_-|124287200_124287288_-|124287012_124287080_-|124285773_124285821_-|124285405_124285556_-
103926at7898	Single	CM081454.1	30191633	30192737	-	665	284	0.4543	0.976878612716763	0	103926at7898_3	30191634_30192737_-
103973at7898	Single	CM081437.1	48889444	48891371	+	964	213	0.7344	1.0	0	103973at7898_0	48889445_48889774_+|48890979_48891371_+
103999at7898	Single	CM081439.1	90288133	90297774	+	554	166	0.5989	0.708171206225681	0	103999at7898_2	90288134_90288263_+|90291833_90291993_+|90297409_90297479_+|90297591_90297774_+
104103at7898	Single	CM081450.1	8408196	8418221	-	1131	197	0.9046	1.0	0	104103at7898_1	8418195_8418221_-|8414414_8414450_-|8414177_8414266_-|8413433_8413542_-|8413202_8413304_-|8410734_8410833_-|8408353_8408554_-|8408197_8408250_-
104115at7898	Single	CM081440.1	43904902	43924863	-	1107	211	0.6973	1.0	0	104115at7898_6	43924770_43924863_-|43919715_43919848_-|43917244_43917363_-|43916154_43916217_-|43915546_43915625_-|43915334_43915428_-|43915127_43915203_-|43915005_43915047_-|43914842_43914904_-|43910822_43910936_-|43904903_43904995_-
104158at7898	Single	CM081438.1	59735620	59742943	+	646	175	0.4886	0.889273356401384	0	104158at7898_9	59735621_59735823_+|59740625_59740837_+|59740930_59741047_+|59742689_59742943_+
104187at7898	Single	CM081441.1	67448512	67457504	-	595	171	0.6244	1.0	0	104187at7898_1	67457328_67457504_-|67454992_67455290_-|67448513_67448681_-
104188at7898	Single	CM081436.1	120176977	120185043	-	1024	208	0.8445	0.8561151079136691	0	104188at7898_2	120184852_120185043_-|120184507_120184614_-|120177547_120177684_-|120177386_120177447_-|120176978_120177188_-
10419at7898	Fragmented	CM081437.1	49041316	49054792	+	1163	397	0.4192	0.6340852130325815	0	10419at7898_6	49041317_49041435_+|49045074_49045391_+|49048127_49048287_+|49048373_49048447_+|49048534_49048608_+|49048709_49048897_+|49048972_49049180_+|49050695_49051002_+|49051279_49051401_+|49051634_49051733_+|49054622_49054792_+
104214at7898	Single	CM081446.1	43066564	43082853	-	1041	192	0.7874	1.0	0	104214at7898_0	43082767_43082853_-|43072631_43072819_-|43072479_43072553_-|43072288_43072392_-|43070119_43070274_-|43068275_43068358_-|43066565_43066630_-
10421at7898	Single	CM081442.1	73251429	73270715	-	4681	1018	0.7251	0.9808013355592654	0	10421at7898	73270177_73270715_-|73269559_73269754_-|73269233_73269400_-|73268593_73268739_-|73268089_73268468_-|73266768_73266910_-|73266501_73266624_-|73263593_73263817_-|73263352_73263469_-|73259536_73259619_-|73259171_73259284_-|73258934_73259094_-|73258591_73258644_-|73257960_73258077_-|73256250_73256385_-|73255914_73256160_-|73253795_73253917_-|73252783_73252951_-|73252112_73252320_-|73251869_73252029_-|73251430_73251491_-
104246at7898	Single	CM081456.1	44283486	44290739	+	740	175	0.7376	0.9711538461538461	0	104246at7898_5	44283487_44283597_+|44284847_44284995_+|44286472_44286573_+|44289004_44289042_+|44289422_44289482_+|44290620_44290739_+
104273at7898	Single	CM081450.1	31988255	31990333	+	436	215	0.4051	0.9035714285714286	0	104273at7898_9	31988256_31988525_+|31989785_31990333_+
104305at7898	Single	CM081457.1	11350208	11351408	+	1409	322	0.7229	1.0	0	104305at7898_1	11350209_11351408_+
104332at7898	Duplicated	JAUHVI010000029.1	1016374	1017344	-	804	188	0.6759	1.0	0	104332at7898_2	1017224_1017344_-|1016987_1017063_-|1016694_1016912_-|1016375_1016587_-
104332at7898	Duplicated	CM081453.1	63973336	63974291	+	799	188	0.6713	1.0	0	104332at7898_2	63973337_63973457_+|63973603_63973679_+|63973754_63973972_+|63974079_63974291_+
104342at7898	Single	CM081448.1	35204355	35271027	+	1165	170	0.9299	0.8916666666666667	0	104342at7898_2	35204356_35204715_+|35259057_35259186_+|35270879_35271027_+
104401at7898	Single	CM081443.1	88043525	88052824	-	972	266	0.6301	0.9449838187702265	0	104401at7898_3	88052731_88052824_-|88052572_88052619_-|88051215_88051305_-|88045298_88045458_-|88043526_88044001_-
104416at7898	Single	CM081435.1	95278117	95326903	+	994	285	0.5528	0.9169054441260746	0	104416at7898_2	95278118_95278152_+|95282079_95282145_+|95282543_95282611_+|95285784_95285874_+|95285996_95286144_+|95286321_95286419_+|95294767_95294826_+|95299848_95299891_+|95301602_95301767_+|95307497_95307552_+|95322318_95322415_+|95326872_95326903_+
104419at7898	Single	CM081438.1	92543544	92550570	+	1110	330	0.5553	0.9670588235294117	0	104419at7898_3	92543545_92543720_+|92545124_92545320_+|92545407_92545538_+|92546111_92546211_+|92546509_92546705_+|92547091_92547180_+|92547293_92547409_+|92550366_92550570_+
104439at7898	Single	CM081456.1	3924764	3937229	+	865	196	0.7348	0.9913419913419913	0	104439at7898	3924765_3924860_+|3927100_3927219_+|3929730_3929883_+|3934195_3934419_+|3937135_3937229_+
104453at7898	Single	CM081441.1	15496124	15496846	-	1063	208	0.8372	0.9958677685950413	0	104453at7898_6	15496125_15496846_-
104487at7898	Single	CM081442.1	90106547	90136201	+	1264	211	0.8741	1.0	0	104487at7898_0	90106548_90106637_+|90110976_90111033_+|90112859_90112986_+|90113089_90113163_+|90129733_90129828_+|90130238_90130366_+|90133018_90133179_+|90136136_90136201_+
104574at7898	Single	CM081447.1	51811223	51834801	-	961	166	0.7154	0.8807017543859649	0	104574at7898_4	51834739_51834801_-|51832298_51832481_-|51830826_51830935_-|51820748_51820975_-|51811224_51811394_-
104624at7898	Single	CM081441.1	65745842	65759423	+	1168	214	0.7942	1.0	0	104624at7898_0	65745843_65745896_+|65746000_65746078_+|65746168_65746238_+|65749692_65749816_+|65752300_65752516_+|65754000_65754161_+|65759301_65759423_+
10463at7898	Single	CM081438.1	39759322	39807085	-	4210	986	0.7236	0.9531656548135299	0	10463at7898_6	39806969_39807085_-|39800842_39800958_-|39800520_39800699_-|39797288_39797456_-|39796985_39797119_-|39794258_39794421_-|39794021_39794141_-|39793221_39793279_-|39793026_39793127_-|39792819_39792934_-|39792353_39792530_-|39787363_39787485_-|39784773_39784921_-|39773730_39773805_-|39772385_39772525_-|39771989_39772106_-|39771684_39771838_-|39771000_39771163_-|39767185_39767337_-|39766961_39767058_-|39766707_39766831_-|39762329_39762418_-|39762018_39762218_-|39759562_39759663_-|39759323_39759469_-
104647at7898	Single	CM081445.1	30998937	31018869	-	1320	247	0.8423	1.0	0	104647at7898_4	31018737_31018869_-|31016385_31016498_-|31012846_31013004_-|31010043_31010239_-|31003444_31003612_-|30998938_30999101_-
104716at7898	Single	CM081444.1	14833316	14854957	-	529	167	0.5421	0.76	0	104716at7898	14854837_14854957_-|14833317_14833756_-
104761at7898	Single	CM081443.1	78794959	78855943	+	1431	233	0.8375	1.0	0	104761at7898_0	78794960_78795007_+|78799116_78799244_+|78799335_78799387_+|78799499_78799561_+|78802135_78802220_+|78813872_78813997_+|78814116_78814210_+|78826161_78826234_+|78828361_78828451_+|78841553_78841687_+|78855887_78855943_+
104789at7898	Single	CM081443.1	36392855	36419521	-	938	201	0.8111	0.9559471365638766	0	104789at7898_5	36419380_36419521_-|36408807_36408926_-|36402656_36402828_-|36397892_36398010_-|36392856_36392952_-
104834at7898	Single	CM081448.1	40667122	40667671	-	628	165	0.6557	0.6956521739130435	0	104834at7898_8	40667123_40667671_-
104862at7898	Single	CM081444.1	51489804	51490881	-	773	232	0.5517	0.9525547445255474	0	104862at7898	51490771_51490881_-|51490610_51490697_-|51490407_51490527_-|51489805_51490261_-
104873at7898	Duplicated	CM081438.1	50434341	50435703	+	761	180	0.5365	0.9890510948905109	0	104873at7898_5	50434342_50434500_+|50434698_50434968_+|50435075_50435174_+|50435323_50435464_+|50435554_50435703_+
104873at7898	Duplicated	CM081438.1	50426789	50428151	+	756	180	0.5328	0.9890510948905109	0	104873at7898_5	50426790_50426948_+|50427146_50427416_+|50427523_50427622_+|50427771_50427912_+|50428002_50428151_+
104918at7898	Single	CM081445.1	91793337	91800455	-	713	183	0.6091	0.9746192893401016	0	104918at7898_2	91800275_91800455_-|91796406_91796602_-|91796118_91796317_-|91793338_91793419_-
104965at7898	Single	CM081442.1	80709817	80710624	-	1013	247	0.6989	1.0	0	104965at7898_7	80709818_80710624_-
104983at7898	Single	CM081441.1	104283630	104285644	-	1001	249	0.7175	0.8949152542372881	0	104983at7898	104285530_104285644_-|104284965_104285107_-|104284318_104284370_-|104284147_104284227_-|104283631_104284045_-
105028at7898	Single	CM081442.1	78691526	78750134	-	1146	217	0.8605	0.8269230769230769	0	105028at7898_1	78750054_78750134_-|78692087_78692351_-|78691527_78691951_-
105040at7898	Single	CM081441.1	85774066	85780104	+	581	140	0.5476	0.8771186440677966	0	105040at7898_4	85774067_85774274_+|85777416_85777594_+|85779789_85779870_+|85779953_85780104_+
105080at7898	Single	CM081436.1	129321461	129402261	+	1071	221	0.8352	1.0	0	105080at7898_9	129321462_129321543_+|129324844_129324991_+|129328939_129329017_+|129333604_129333650_+|129333755_129333857_+|129334142_129334221_+|129336297_129336372_+|129338757_129338854_+|129402195_129402261_+
105095at7898	Single	CM081435.1	49796336	49818733	+	1184	256	0.745	1.0	0	105095at7898_0	49796337_49796408_+|49801160_49801206_+|49802337_49802414_+|49802506_49802587_+|49810541_49810618_+|49810826_49810851_+|49811582_49811633_+|49811729_49811777_+|49812330_49812375_+|49814412_49814447_+|49815098_49815132_+|49817989_49818058_+|49818202_49818295_+|49818441_49818505_+|49818673_49818733_+
105135at7898	Single	CM081443.1	40028194	40040622	-	1470	251	0.6929	1.0	0	105135at7898_1	40040476_40040622_-|40037406_40037516_-|40035078_40035165_-|40033680_40033846_-|40033159_40033266_-|40031866_40031964_-|40028195_40028662_-
105171at7898	Single	CM081435.1	40486909	40494642	-	1096	207	0.8667	0.975609756097561	0	105171at7898_0	40494544_40494642_-|40494240_40494406_-|40493006_40493143_-|40487783_40487892_-|40486910_40487115_-
105186at7898	Single	CM081454.1	34685768	34699829	+	1042	216	0.8193	1.0	0	105186at7898_5	34685769_34685834_+|34686143_34686244_+|34698029_34698085_+|34698200_34698266_+|34698361_34698455_+|34698540_34698611_+|34699298_34699389_+|34699549_34699624_+|34699710_34699829_+
105215at7898	Single	CM081449.1	78276070	78283323	-	1391	242	0.891	1.0	0	105215at7898_0	78283110_78283323_-|78281572_78281759_-|78276071_78276601_-
105249at7898	Single	CM081436.1	52267083	52288015	-	1021	190	0.8884	1.0	0	105249at7898_0	52287956_52288015_-|52286674_52286706_-|52285050_52285103_-|52284841_52284938_-|52284631_52284691_-|52284489_52284525_-|52284367_52284406_-|52283953_52284003_-|52275923_52275995_-|52273888_52273982_-|52267084_52267150_-
105260at7898	Single	CM081437.1	29095452	29096055	+	841	157	0.8119	1.0	0	105260at7898_0	29095453_29096055_+
10527at7898	Single	CM081443.1	80184811	80257748	+	4069	1042	0.6001	0.9850746268656716	0	10527at7898	80184812_80184906_+|80184991_80185193_+|80188406_80188527_+|80189248_80189410_+|80189632_80189775_+|80196187_80196348_+|80204992_80205115_+|80206400_80206566_+|80206671_80206827_+|80211444_80211564_+|80211695_80211806_+|80211891_80212235_+|80216966_80217112_+|80217199_80217330_+|80226920_80227026_+|80227353_80227488_+|80231648_80231935_+|80232529_80232617_+|80242188_80242347_+|80242467_80242558_+|80242664_80242786_+|80242881_80242992_+|80250117_80250216_+|80250308_80250413_+|80254139_80254443_+|80257305_80257384_+|80257535_80257748_+
105284at7898	Single	CM081439.1	64152729	64157565	-	907	197	0.6967	0.8406374501992032	0	105284at7898_8	64157449_64157565_-|64157164_64157352_-|64154487_64154622_-|64152730_64152917_-
105324at7898	Single	CM081439.1	23203796	23207730	+	985	205	0.8097	1.0	0	105324at7898_1	23203797_23203936_+|23204042_23204176_+|23205913_23206058_+|23207377_23207525_+|23207623_23207730_+
105343at7898	Single	CM081435.1	35029151	35040892	-	693	206	0.5249	0.9693486590038314	0	105343at7898_8	35040613_35040892_-|35029152_35029723_-
105408at7898	Single	CM081440.1	76790718	76817496	-	790	185	0.6587	0.9411764705882353	0	105408at7898_2	76817417_76817496_-|76811105_76811255_-|76798503_76798609_-|76797311_76797425_-|76797107_76797214_-|76790719_76790781_-
105453at7898	Single	CM081442.1	76027114	76037637	+	986	204	0.6712	1.0	0	105453at7898_1	76027115_76027247_+|76028788_76029045_+|76031172_76031219_+|76031493_76031555_+|76032127_76032171_+|76032878_76033073_+|76037541_76037637_+
105488at7898	Single	CM081443.1	93541646	93548199	+	905	182	0.8104	0.8473895582329317	0	105488at7898_0	93541647_93541776_+|93543567_93543675_+|93547650_93547740_+|93547811_93548008_+|93548095_93548199_+
105503at7898	Single	CM081441.1	74860714	74864262	+	1012	191	0.7331	1.0	0	105503at7898_0	74860715_74860858_+|74860953_74861054_+|74863637_74863778_+|74863872_74864077_+|74864152_74864262_+
105504at7898	Single	CM081448.1	26932923	26941800	+	524	188	0.4846	0.9658119658119658	0	105504at7898_7	26932924_26933074_+|26938332_26938397_+|26938891_26939037_+|26939133_26939234_+|26941442_26941540_+|26941691_26941800_+
10551at7898	Single	CM081448.1	72731401	72865622	-	5199	1025	0.8793	1.0	0	10551at7898_0	72865557_72865622_-|72854464_72854569_-|72851401_72851542_-|72847853_72847991_-|72842505_72842621_-|72838316_72838469_-|72816484_72816596_-|72795159_72795316_-|72777091_72777265_-|72771297_72771473_-|72768033_72768175_-|72763561_72763703_-|72761902_72762079_-|72757112_72757271_-|72753142_72753311_-|72750918_72751092_-|72746533_72746739_-|72742704_72742790_-|72740666_72740846_-|72739804_72739928_-|72739517_72739647_-|72737229_72737346_-|72733485_72733577_-|72731402_72731596_-
105551at7898	Single	CM081452.1	60432682	60439994	+	1016	220	0.7293	1.0	0	105551at7898_3	60432683_60432822_+|60432994_60433069_+|60437853_60437952_+|60438169_60438242_+|60438353_60438484_+|60439728_60439994_+
10556at7898	Single	CM081436.1	78317371	78380705	+	4737	874	0.8213	1.0	0	10556at7898_3	78317372_78317459_+|78317834_78317950_+|78318914_78319039_+|78320782_78320916_+|78324203_78324328_+|78324433_78324549_+|78338970_78339059_+|78342045_78342161_+|78342265_78342387_+|78347160_78347276_+|78347412_78347534_+|78347790_78347906_+|78351403_78351477_+|78351651_78351767_+|78353503_78353670_+|78354003_78354209_+|78367374_78367544_+|78369730_78369897_+|78377911_78378072_+|78378202_78378399_+|78378489_78378641_+|78378754_78378833_+|78380562_78380705_+
105584at7898	Single	CM081443.1	80090759	80098080	-	1034	227	0.7891	0.8421052631578947	0	105584at7898_8	80097852_80098080_-|80097580_80097755_-|80094664_80094846_-|80091078_80091183_-|80090760_80090833_-
105591at7898	Single	CM081454.1	39627513	39632594	-	2063	277	0.9231	1.0	0	105591at7898_0	39632561_39632594_-|39631820_39631948_-|39631094_39631636_-|39629271_39629441_-|39627785_39627946_-|39627514_39627683_-
105637at7898	Single	CM081435.1	30600113	30612434	-	1093	194	0.8616	0.8057553956834532	0	105637at7898_2	30612366_30612434_-|30601335_30601377_-|30601019_30601239_-|30600765_30600926_-|30600114_30600290_-
105664at7898	Single	CM081435.1	53637673	53654861	+	1052	220	0.8185	1.0	0	105664at7898_0	53637674_53637769_+|53648395_53648701_+|53654488_53654861_+
105670at7898	Single	CM081447.1	51220345	51228104	-	1252	217	0.9144	1.0	0	105670at7898_0	51227995_51228104_-|51227513_51227685_-|51223131_51223276_-|51222834_51223015_-|51220346_51220505_-
105789at7898	Single	CM081446.1	13216000	13216762	+	1116	195	0.8425	1.0	0	105789at7898_0	13216001_13216762_+
105792at7898	Single	CM081435.1	34606805	34609747	-	625	192	0.5368	0.9676258992805755	0	105792at7898_8	34609390_34609747_-|34606806_34607179_-
105898at7898	Single	CM081445.1	71895589	71903766	+	892	198	0.7167	0.91015625	0	105898at7898_4	71895590_71895667_+|71896279_71896416_+|71896880_71896996_+|71897109_71897234_+|71897793_71897990_+|71903728_71903766_+
105907at7898	Single	CM081450.1	68690118	68707719	-	777	198	0.6064	0.9087591240875912	0	105907at7898_0	68707621_68707719_-|68703283_68703462_-|68694752_68694880_-|68690630_68690777_-|68690315_68690413_-|68690119_68690198_-
