GENE	obeta_ncbi	obeta_ragtag_ncbi	obeta_ragtag_tama
ENSCGOG00000014867	I	I	I
ENSCGOG00000014245	I	I	I
ENSCGOG00000023123	I	I	I
ENSCGOG00000000635	I	I	I
ENSCGOG00000004208	I	I	I
ENSCGOG00000024495	I	I	I
ENSCGOG00000008911	I	I	I
ENSCGOG00000008769	I	I	I
ENSCGOG00000002154	UL	UL	UL
ENSCGOG00000018672	I	I	I
ENSCGOG00000018487	I	I	I
ENSCGOG00000011318	I	I	I
ENSCGOG00000014968	L	L	L
ENSCGOG00000001842	I	I	I
ENSCGOG00000023563	I	I	I
ENSCGOG00000012502	L	L	L
ENSCGOG00000022325	I	I	I
ENSCGOG00000023362	UL	UL	UL
ENSCGOG00000022145	I	I	I
ENSCGOG00000012996	I	UL	UL
ENSCGOG00000016795	I	I	I
ENSCGOG00000003310	I	I	I
ENSCGOG00000005343	I	PI	PI
ENSCGOG00000008691	I	I	I
ENSCGOG00000021910	PG	PG	PG
ENSCGOG00000023205	I	I	I
ENSCGOG00000018047	L	L	L
ENSCGOG00000022344	I	I	I
ENSCGOG00000020443	I	I	I
ENSCGOG00000017714	UL	UL	UL
ENSCGOG00000007167	L	L	L
ENSCGOG00000005046	I	I	I
ENSCGOG00000018021	UL	UL	UL
ENSCGOG00000016914	L	M	M
ENSCGOG00000005192	I	I	I
ENSCGOG00000016961	I	I	I
ENSCGOG00000006265	I	I	I
ENSCGOG00000022662	I	I	I
ENSCGOG00000004988	I	I	I
ENSCGOG00000001914	I	I	I
ENSCGOG00000008902	I	I	I
ENSCGOG00000010001	I	I	I
ENSCGOG00000010130	UL	I	I
ENSCGOG00000014280	I	I	I
ENSCGOG00000020365	UL	UL	UL
ENSCGOG00000012254	I	I	I
ENSCGOG00000001422	UL	UL	UL
ENSCGOG00000012275	I	I	I
ENSCGOG00000004032	I	I	I
ENSCGOG00000008802	I	I	I
ENSCGOG00000021328	UL	UL	UL
ENSCGOG00000002202	UL	UL	UL
ENSCGOG00000002293	I	I	I
ENSCGOG00000009036	I	UL	UL
ENSCGOG00000002608	I	PI	PI
ENSCGOG00000003498	I	I	I
ENSCGOG00000003573	I	I	I
ENSCGOG00000001071	I	I	I
ENSCGOG00000004504	I	I	I
ENSCGOG00000005321	UL	UL	UL
ENSCGOG00000015563	I	I	I
ENSCGOG00000013497	UL	UL	UL
ENSCGOG00000000996	L	PG	M
ENSCGOG00000004260	I	PI	I
ENSCGOG00000014460	I	I	I
ENSCGOG00000015752	I	I	I
ENSCGOG00000010937	I	I	I
ENSCGOG00000021617	PG	I	I
ENSCGOG00000006326	I	I	I
ENSCGOG00000023663	I	I	I
ENSCGOG00000004669	L	M	M
ENSCGOG00000006512	I	I	I
ENSCGOG00000017437	I	I	I
ENSCGOG00000003435	L	L	L
ENSCGOG00000004579	I	I	I
ENSCGOG00000016750	I	I	I
ENSCGOG00000003019	UL	UL	UL
ENSCGOG00000019428	I	I	I
ENSCGOG00000011634	I	I	I
ENSCGOG00000005970	I	L	L
ENSCGOG00000004168	I	I	I
ENSCGOG00000011087	I	I	I
ENSCGOG00000022328	L	L	L
ENSCGOG00000017076	UL	UL	UL
ENSCGOG00000022509	I	I	I
ENSCGOG00000023296	I	I	I
ENSCGOG00000019156	I	I	I
ENSCGOG00000008017	I	I	I
ENSCGOG00000008151	L	L	L
ENSCGOG00000007870	I	I	I
ENSCGOG00000010207	I	I	I
ENSCGOG00000003823	L	L	L
ENSCGOG00000022404	I	I	I
ENSCGOG00000021135	UL	UL	UL
ENSCGOG00000011766	UL	UL	UL
ENSCGOG00000011505	I	I	I
ENSCGOG00000001817	UL	I	UL
ENSCGOG00000016167	I	I	I
ENSCGOG00000013050	I	I	I
ENSCGOG00000005334	I	I	I
ENSCGOG00000000548	UL	UL	UL
ENSCGOG00000000275	I	I	I
ENSCGOG00000009523	I	I	I
ENSCGOG00000024368	I	I	I
ENSCGOG00000000725	I	I	I
ENSCGOG00000011889	I	I	I
ENSCGOG00000012145	I	I	I
ENSCGOG00000003930	UL	UL	UL
ENSCGOG00000013178	I	I	I
ENSCGOG00000021873	I	I	I
ENSCGOG00000016900	L	L	L
ENSCGOG00000003675	I	I	I
ENSCGOG00000014076	I	I	I
ENSCGOG00000018526	I	I	I
ENSCGOG00000008100	I	I	I
ENSCGOG00000018270	L	L	L
ENSCGOG00000014110	I	I	I
ENSCGOG00000019782	I	I	I
ENSCGOG00000021610	I	I	I
ENSCGOG00000019640	I	I	I
ENSCGOG00000023547	I	I	I
ENSCGOG00000004755	I	I	I
ENSCGOG00000009254	I	I	I
ENSCGOG00000011920	I	I	I
ENSCGOG00000018068	UL	UL	UL
ENSCGOG00000013385	I	UL	UL
ENSCGOG00000019785	I	I	I
ENSCGOG00000005843	I	I	I
ENSCGOG00000024320	I	I	I
ENSCGOG00000001822	I	I	I
ENSCGOG00000006878	I	I	I
ENSCGOG00000023144	I	I	I
ENSCGOG00000015589	I	I	I
ENSCGOG00000020243	I	I	I
ENSCGOG00000016395	I	I	I
ENSCGOG00000010234	I	I	I
ENSCGOG00000021370	I	I	I
ENSCGOG00000015697	L	L	L
ENSCGOG00000001325	PI	PI	PI
ENSCGOG00000013679	I	I	I
ENSCGOG00000016883	I	I	I
ENSCGOG00000008955	I	I	I
ENSCGOG00000003195	I	I	I
ENSCGOG00000007777	I	I	I
ENSCGOG00000000988	I	UL	UL
ENSCGOG00000015909	I	PI	PI
ENSCGOG00000002172	I	I	I
ENSCGOG00000017214	I	I	I
ENSCGOG00000011521	UL	I	I
ENSCGOG00000013761	I	I	I
ENSCGOG00000016324	I	I	I
ENSCGOG00000024757	L	L	L
ENSCGOG00000013238	I	I	I
ENSCGOG00000013718	I	I	I
ENSCGOG00000003399	I	I	I
ENSCGOG00000021001	UL	UL	UL
ENSCGOG00000007577	UL	UL	UL
ENSCGOG00000007801	L	L	L
ENSCGOG00000001094	I	I	I
ENSCGOG00000009581	I	I	I
ENSCGOG00000005766	I	I	I
ENSCGOG00000007376	I	I	I
ENSCGOG00000000759	UL	UL	UL
ENSCGOG00000024298	I	I	I
ENSCGOG00000024487	UL	UL	UL
ENSCGOG00000020574	I	I	I
ENSCGOG00000022172	I	I	I
ENSCGOG00000021984	I	I	I
ENSCGOG00000024445	I	I	I
ENSCGOG00000002146	I	I	I
ENSCGOG00000017464	I	I	I
ENSCGOG00000013719	I	I	I
ENSCGOG00000017425	I	I	I
ENSCGOG00000015171	I	I	I
ENSCGOG00000011161	I	I	I
ENSCGOG00000017850	I	I	I
ENSCGOG00000005612	I	I	I
ENSCGOG00000010480	I	I	I
ENSCGOG00000000563	UL	UL	UL
ENSCGOG00000018446	I	I	I
ENSCGOG00000006350	L	L	L
ENSCGOG00000015770	I	I	I
ENSCGOG00000000432	I	I	I
ENSCGOG00000024644	UL	UL	UL
ENSCGOG00000022073	I	I	I
ENSCGOG00000012396	I	I	I
ENSCGOG00000021450	UL	L	UL
ENSCGOG00000002782	L	L	L
ENSCGOG00000014097	I	I	I
ENSCGOG00000002670	I	I	I
ENSCGOG00000017531	L	L	L
ENSCGOG00000020379	I	I	I
ENSCGOG00000023905	I	I	I
ENSCGOG00000004170	I	I	I
ENSCGOG00000015981	L	M	M
ENSCGOG00000021511	I	I	I
ENSCGOG00000020983	I	I	I
ENSCGOG00000020269	UL	I	I
ENSCGOG00000005251	UL	UL	UL
ENSCGOG00000007119	I	UL	UL
ENSCGOG00000016412	I	I	I
ENSCGOG00000022961	I	I	I
ENSCGOG00000002791	I	I	I
ENSCGOG00000003966	I	I	I
ENSCGOG00000009203	I	I	I
ENSCGOG00000014277	I	I	I
ENSCGOG00000010037	I	I	I
ENSCGOG00000001089	I	I	I
ENSCGOG00000000542	UL	UL	UL
ENSCGOG00000023370	I	I	I
ENSCGOG00000018584	I	I	I
ENSCGOG00000017010	I	I	I
ENSCGOG00000012019	I	I	I
ENSCGOG00000012917	I	I	I
ENSCGOG00000004242	I	I	I
ENSCGOG00000024094	I	I	I
ENSCGOG00000015039	UL	UL	UL
ENSCGOG00000008374	I	I	I
ENSCGOG00000013843	I	I	I
ENSCGOG00000013328	L	L	L
ENSCGOG00000013839	I	I	I
ENSCGOG00000008514	UL	UL	UL
ENSCGOG00000004314	I	I	I
ENSCGOG00000015466	I	I	I
ENSCGOG00000001483	UL	UL	UL
ENSCGOG00000012555	I	I	I
ENSCGOG00000014627	I	I	I
ENSCGOG00000024599	UL	UL	UL
ENSCGOG00000005218	I	I	I
ENSCGOG00000005796	L	M	L
ENSCGOG00000019299	I	I	I
ENSCGOG00000007758	I	I	I
ENSCGOG00000019559	I	I	I
ENSCGOG00000000410	I	I	I
ENSCGOG00000024751	I	I	I
ENSCGOG00000013776	I	I	I
ENSCGOG00000015736	L	L	L
ENSCGOG00000008187	I	I	I
ENSCGOG00000019661	I	I	I
ENSCGOG00000017262	I	I	I
ENSCGOG00000006426	I	I	I
ENSCGOG00000023992	I	I	I
ENSCGOG00000012986	I	I	I
ENSCGOG00000018624	I	I	I
ENSCGOG00000004626	L	L	L
ENSCGOG00000004224	L	L	L
ENSCGOG00000000709	UL	UL	UL
ENSCGOG00000003927	I	I	I
ENSCGOG00000012392	UL	I	I
ENSCGOG00000007140	I	I	I
ENSCGOG00000012179	I	I	I
ENSCGOG00000020326	I	I	I
ENSCGOG00000005537	I	I	I
ENSCGOG00000013592	I	I	I
ENSCGOG00000022647	I	I	I
ENSCGOG00000002770	I	I	I
ENSCGOG00000007632	UL	UL	UL
ENSCGOG00000014403	UL	UL	UL
ENSCGOG00000021373	I	I	I
ENSCGOG00000013517	I	I	I
ENSCGOG00000010742	I	I	I
ENSCGOG00000003576	I	I	I
ENSCGOG00000004680	I	I	I
ENSCGOG00000013947	L	L	L
ENSCGOG00000014234	I	I	I
ENSCGOG00000022697	I	I	I
ENSCGOG00000024171	I	I	I
ENSCGOG00000015884	I	I	I
ENSCGOG00000008694	L	L	L
ENSCGOG00000002403	I	UL	UL
ENSCGOG00000010058	I	I	I
ENSCGOG00000004497	UL	L	L
ENSCGOG00000021138	I	I	I
ENSCGOG00000005721	I	I	I
ENSCGOG00000004677	M	L	L
ENSCGOG00000001766	I	I	I
ENSCGOG00000016312	I	I	I
ENSCGOG00000001523	I	I	I
ENSCGOG00000017601	I	I	I
ENSCGOG00000014976	I	I	I
ENSCGOG00000020501	I	I	I
ENSCGOG00000007187	I	I	I
ENSCGOG00000021124	I	I	I
ENSCGOG00000008892	I	I	I
ENSCGOG00000012121	I	I	I
ENSCGOG00000005372	I	I	I
ENSCGOG00000019441	I	I	I
ENSCGOG00000006520	I	I	I
ENSCGOG00000015739	I	I	I
ENSCGOG00000022042	I	I	I
ENSCGOG00000024274	I	I	I
ENSCGOG00000012805	L	M	M
ENSCGOG00000012385	I	I	I
ENSCGOG00000012737	I	I	I
ENSCGOG00000010945	I	I	I
ENSCGOG00000013153	L	L	L
ENSCGOG00000023860	I	I	I
ENSCGOG00000011228	I	I	I
ENSCGOG00000012387	UL	I	I
ENSCGOG00000015254	UL	UL	UL
ENSCGOG00000006500	I	I	I
ENSCGOG00000002323	I	I	I
ENSCGOG00000010951	L	L	L
ENSCGOG00000023461	I	I	I
ENSCGOG00000010296	I	I	I
ENSCGOG00000011760	L	PI	PI
ENSCGOG00000012617	L	M	PG
ENSCGOG00000006220	I	I	I
ENSCGOG00000015469	I	I	I
ENSCGOG00000005215	UL	UL	UL
ENSCGOG00000017773	I	I	I
ENSCGOG00000013995	I	I	I
ENSCGOG00000011544	I	I	I
ENSCGOG00000013881	I	I	I
ENSCGOG00000006687	I	I	I
ENSCGOG00000002397	I	I	I
ENSCGOG00000019182	I	I	I
ENSCGOG00000013973	L	L	L
ENSCGOG00000012592	UL	UL	UL
ENSCGOG00000012629	I	I	I
ENSCGOG00000008452	L	L	L
ENSCGOG00000006931	I	I	I
ENSCGOG00000001020	I	I	I
ENSCGOG00000001379	I	I	I
ENSCGOG00000013158	I	I	I
ENSCGOG00000016401	UL	UL	UL
ENSCGOG00000016720	I	I	I
ENSCGOG00000017388	I	I	I
ENSCGOG00000018013	I	I	I
ENSCGOG00000019330	I	I	I
ENSCGOG00000010863	UL	UL	UL
ENSCGOG00000020658	I	I	I
ENSCGOG00000017360	I	I	I
ENSCGOG00000007680	I	I	I
ENSCGOG00000006857	L	L	L
ENSCGOG00000005401	I	I	I
ENSCGOG00000020263	I	I	I
ENSCGOG00000020514	I	I	I
ENSCGOG00000018568	I	I	I
ENSCGOG00000014938	I	I	I
ENSCGOG00000007965	UL	UL	UL
ENSCGOG00000016327	I	I	I
ENSCGOG00000009984	UL	UL	UL
ENSCGOG00000020102	M	L	L
ENSCGOG00000017502	I	I	I
ENSCGOG00000004715	I	I	I
ENSCGOG00000017525	I	I	I
ENSCGOG00000002515	I	I	I
ENSCGOG00000009819	I	I	I
ENSCGOG00000020560	UL	UL	UL
ENSCGOG00000003792	L	L	L
ENSCGOG00000011924	I	I	I
ENSCGOG00000015929	I	I	I
ENSCGOG00000007607	I	I	I
ENSCGOG00000001232	L	I	I
ENSCGOG00000015913	UL	UL	UL
ENSCGOG00000021859	I	UL	UL
ENSCGOG00000016836	I	I	I
ENSCGOG00000004933	M	M	M
ENSCGOG00000010286	I	UL	UL
ENSCGOG00000008440	I	I	I
ENSCGOG00000019697	I	I	I
ENSCGOG00000014811	I	I	I
ENSCGOG00000021725	I	I	I
ENSCGOG00000015512	I	I	I
ENSCGOG00000010636	I	I	I
ENSCGOG00000024598	I	I	I
ENSCGOG00000018522	I	I	I
ENSCGOG00000004780	I	I	I
ENSCGOG00000009086	I	I	I
ENSCGOG00000008629	I	UL	UL
ENSCGOG00000020523	I	I	I
ENSCGOG00000006216	L	L	L
ENSCGOG00000021351	I	I	I
ENSCGOG00000005894	I	I	I
ENSCGOG00000024168	I	I	I
ENSCGOG00000017328	I	I	I
ENSCGOG00000015627	I	I	I
ENSCGOG00000010053	L	L	L
ENSCGOG00000008729	I	I	I
ENSCGOG00000021141	UL	UL	UL
ENSCGOG00000006886	I	I	I
ENSCGOG00000003419	I	I	I
ENSCGOG00000016058	I	I	I
ENSCGOG00000006489	I	I	I
ENSCGOG00000004746	I	I	I
ENSCGOG00000021474	L	M	M
ENSCGOG00000008112	I	I	I
ENSCGOG00000023540	I	I	I
ENSCGOG00000014882	I	I	I
ENSCGOG00000016906	I	I	I
ENSCGOG00000003655	I	I	I
ENSCGOG00000002097	I	I	I
ENSCGOG00000009141	I	I	I
ENSCGOG00000001571	I	I	I
ENSCGOG00000006883	I	UL	UL
ENSCGOG00000004838	UL	UL	UL
ENSCGOG00000016253	I	I	I
ENSCGOG00000014109	I	UL	UL
ENSCGOG00000022857	I	I	I
ENSCGOG00000021991	I	I	I
ENSCGOG00000022017	I	I	I
ENSCGOG00000015622	I	I	I
ENSCGOG00000003647	UL	UL	UL
ENSCGOG00000016785	I	I	I
ENSCGOG00000001374	UL	UL	UL
ENSCGOG00000004551	I	I	I
ENSCGOG00000006879	I	I	I
ENSCGOG00000004370	I	I	I
ENSCGOG00000008443	I	I	I
ENSCGOG00000007935	I	I	I
ENSCGOG00000003706	L	L	L
ENSCGOG00000013624	I	I	I
ENSCGOG00000020200	I	I	I
ENSCGOG00000011587	L	L	L
ENSCGOG00000002923	I	I	I
ENSCGOG00000006936	L	L	L
ENSCGOG00000021047	I	I	I
ENSCGOG00000019665	I	I	I
ENSCGOG00000001040	I	I	I
ENSCGOG00000003046	I	I	I
ENSCGOG00000004346	I	I	I
ENSCGOG00000018913	I	I	I
ENSCGOG00000001257	I	I	I
ENSCGOG00000017181	I	I	I
ENSCGOG00000012790	I	I	I
ENSCGOG00000024078	UL	UL	UL
ENSCGOG00000015524	I	I	I
ENSCGOG00000001204	I	I	I
ENSCGOG00000005797	UL	I	L
ENSCGOG00000002508	I	I	I
ENSCGOG00000015161	UL	UL	UL
ENSCGOG00000004329	L	L	L
ENSCGOG00000019495	UL	UL	UL
ENSCGOG00000002772	I	I	I
ENSCGOG00000008271	I	I	I
ENSCGOG00000002257	I	I	I
ENSCGOG00000014416	UL	UL	UL
ENSCGOG00000000738	I	I	I
ENSCGOG00000000235	L	L	M
ENSCGOG00000024623	L	L	L
ENSCGOG00000020988	I	I	I
ENSCGOG00000012336	I	I	I
ENSCGOG00000007958	I	I	I
ENSCGOG00000013495	UL	UL	UL
ENSCGOG00000022016	I	I	I
ENSCGOG00000018746	I	I	I
ENSCGOG00000012187	UL	UL	UL
ENSCGOG00000022183	I	I	I
ENSCGOG00000012984	I	I	I
ENSCGOG00000011115	I	I	I
ENSCGOG00000024564	I	I	I
ENSCGOG00000000537	PI	PI	PI
ENSCGOG00000002943	I	I	I
ENSCGOG00000003060	I	I	I
ENSCGOG00000002088	L	L	L
ENSCGOG00000022951	I	I	I
ENSCGOG00000007224	L	M	L
ENSCGOG00000005957	L	I	I
ENSCGOG00000017926	I	UL	UL
ENSCGOG00000022397	I	UL	UL
ENSCGOG00000006386	I	I	I
ENSCGOG00000019645	I	I	I
ENSCGOG00000003258	UL	UL	UL
ENSCGOG00000012603	UL	UL	UL
ENSCGOG00000001121	I	I	I
ENSCGOG00000000500	I	I	I
ENSCGOG00000023903	I	I	I
ENSCGOG00000016649	I	I	I
ENSCGOG00000023201	I	I	I
ENSCGOG00000001047	I	I	I
ENSCGOG00000013932	M	M	M
ENSCGOG00000024575	UL	UL	UL
ENSCGOG00000008956	I	I	I
ENSCGOG00000003491	L	L	L
ENSCGOG00000007489	I	I	I
ENSCGOG00000021379	UL	UL	UL
ENSCGOG00000014353	I	I	I
ENSCGOG00000024565	I	I	I
ENSCGOG00000011540	I	I	I
ENSCGOG00000022236	UL	UL	UL
ENSCGOG00000001058	I	I	I
ENSCGOG00000007345	L	L	L
ENSCGOG00000021556	UL	UL	UL
ENSCGOG00000014843	I	I	I
ENSCGOG00000012707	I	PI	PI
ENSCGOG00000023351	I	I	I
ENSCGOG00000020247	I	I	I
ENSCGOG00000019188	UL	UL	UL
ENSCGOG00000022504	I	I	I
ENSCGOG00000013916	L	L	L
ENSCGOG00000018529	I	I	I
ENSCGOG00000012562	I	I	I
ENSCGOG00000005255	I	I	I
ENSCGOG00000019093	I	I	I
ENSCGOG00000011133	I	I	I
ENSCGOG00000012201	I	I	I
ENSCGOG00000023126	I	I	I
ENSCGOG00000013681	I	I	I
ENSCGOG00000003594	UL	UL	UL
ENSCGOG00000001191	I	I	I
ENSCGOG00000015454	I	I	I
ENSCGOG00000004413	UL	UL	UL
ENSCGOG00000021473	L	M	M
ENSCGOG00000014473	I	I	UL
ENSCGOG00000022417	UL	UL	UL
ENSCGOG00000014822	L	L	L
ENSCGOG00000021966	I	I	I
ENSCGOG00000009858	I	I	I
ENSCGOG00000013732	UL	UL	UL
ENSCGOG00000015596	I	I	I
ENSCGOG00000011594	I	I	I
ENSCGOG00000015126	I	I	I
ENSCGOG00000014158	I	I	I
ENSCGOG00000015296	I	L	L
ENSCGOG00000023474	I	I	I
ENSCGOG00000020190	I	I	I
ENSCGOG00000012934	I	I	I
ENSCGOG00000001101	L	L	L
ENSCGOG00000000295	L	L	L
ENSCGOG00000013596	I	I	I
ENSCGOG00000013504	I	I	I
ENSCGOG00000013280	L	L	L
ENSCGOG00000010875	I	I	I
ENSCGOG00000002491	L	L	L
ENSCGOG00000023669	L	M	M
ENSCGOG00000018730	I	I	I
ENSCGOG00000013625	I	I	I
ENSCGOG00000016767	L	L	L
ENSCGOG00000013125	M	M	M
ENSCGOG00000021106	M	UL	UL
ENSCGOG00000009253	UL	UL	UL
ENSCGOG00000022410	I	I	I
ENSCGOG00000004611	I	I	I
ENSCGOG00000001665	I	I	I
ENSCGOG00000015273	I	I	I
ENSCGOG00000023592	UL	UL	UL
ENSCGOG00000001067	I	I	I
ENSCGOG00000018843	I	I	I
ENSCGOG00000005937	I	I	I
ENSCGOG00000008998	I	I	I
ENSCGOG00000018160	UL	UL	L
ENSCGOG00000012511	I	I	I
ENSCGOG00000021675	UL	UL	UL
ENSCGOG00000010097	I	I	I
ENSCGOG00000014608	I	I	I
ENSCGOG00000012593	I	I	I
ENSCGOG00000017670	I	UL	UL
ENSCGOG00000002430	L	L	L
ENSCGOG00000015898	I	I	I
ENSCGOG00000013876	PI	PI	PI
ENSCGOG00000005576	UL	UL	UL
ENSCGOG00000018161	I	I	I
ENSCGOG00000000256	I	I	I
ENSCGOG00000004605	I	I	I
ENSCGOG00000022767	L	L	L
ENSCGOG00000012017	I	I	I
ENSCGOG00000023773	I	I	I
ENSCGOG00000002320	I	I	I
ENSCGOG00000015054	UL	UL	UL
ENSCGOG00000012197	I	I	I
ENSCGOG00000017369	I	I	I
ENSCGOG00000007198	I	I	I
ENSCGOG00000017617	I	I	I
ENSCGOG00000010249	I	I	I
ENSCGOG00000005347	I	I	I
ENSCGOG00000007781	I	I	I
ENSCGOG00000015594	I	I	I
ENSCGOG00000004001	I	I	I
ENSCGOG00000009398	I	I	I
ENSCGOG00000022440	I	I	I
ENSCGOG00000021573	L	L	L
ENSCGOG00000018826	I	I	I
ENSCGOG00000018171	I	I	I
ENSCGOG00000024378	I	I	I
ENSCGOG00000008169	I	I	I
ENSCGOG00000007836	I	I	I
ENSCGOG00000012193	I	I	I
ENSCGOG00000010720	I	I	I
ENSCGOG00000019574	I	I	I
ENSCGOG00000009589	I	UL	UL
ENSCGOG00000018765	I	UL	UL
ENSCGOG00000015877	L	L	L
ENSCGOG00000021662	I	I	I
ENSCGOG00000018448	I	I	I
ENSCGOG00000009816	I	I	I
ENSCGOG00000002941	UL	UL	UL
ENSCGOG00000016819	I	I	I
ENSCGOG00000014577	L	L	L
ENSCGOG00000012026	I	I	I
ENSCGOG00000001061	I	I	I
ENSCGOG00000011786	I	I	I
ENSCGOG00000018337	I	I	I
ENSCGOG00000023683	I	I	M
ENSCGOG00000005194	I	I	I
ENSCGOG00000010010	I	I	I
ENSCGOG00000012659	L	PG	PG
ENSCGOG00000024138	UL	UL	UL
ENSCGOG00000008074	I	I	I
ENSCGOG00000017673	I	I	I
ENSCGOG00000015754	I	I	I
ENSCGOG00000001573	I	I	I
ENSCGOG00000010646	UL	UL	UL
ENSCGOG00000017234	L	L	L
ENSCGOG00000002983	I	I	I
ENSCGOG00000004840	L	L	I
ENSCGOG00000000578	L	L	L
ENSCGOG00000013480	I	I	I
ENSCGOG00000007095	I	I	I
ENSCGOG00000006601	I	I	I
ENSCGOG00000006909	I	I	I
ENSCGOG00000021173	I	I	I
ENSCGOG00000021939	I	I	I
ENSCGOG00000024316	UL	UL	UL
ENSCGOG00000001996	I	I	I
ENSCGOG00000024250	I	I	I
ENSCGOG00000024592	L	L	L
ENSCGOG00000007702	I	I	I
ENSCGOG00000013701	I	I	PI
ENSCGOG00000022271	UL	UL	UL
ENSCGOG00000006110	I	I	I
ENSCGOG00000006460	I	I	I
ENSCGOG00000019641	I	I	I
ENSCGOG00000020149	I	I	I
ENSCGOG00000000704	UL	UL	UL
ENSCGOG00000005106	I	UL	UL
ENSCGOG00000022610	I	I	I
ENSCGOG00000002296	I	I	I
ENSCGOG00000018145	I	I	I
ENSCGOG00000016626	I	I	I
ENSCGOG00000015668	I	I	I
ENSCGOG00000018205	I	I	I
ENSCGOG00000021227	I	I	I
ENSCGOG00000003742	I	UL	UL
ENSCGOG00000018718	I	I	I
ENSCGOG00000014989	I	I	I
ENSCGOG00000022503	I	I	I
ENSCGOG00000001370	I	I	I
ENSCGOG00000001360	I	I	I
ENSCGOG00000016920	I	I	I
ENSCGOG00000000572	I	I	I
ENSCGOG00000020125	I	I	I
ENSCGOG00000006067	L	L	L
ENSCGOG00000022764	I	I	I
ENSCGOG00000022081	I	I	I
ENSCGOG00000003113	I	I	I
ENSCGOG00000023181	I	I	I
ENSCGOG00000019456	UL	UL	UL
ENSCGOG00000013692	L	UL	UL
ENSCGOG00000018272	I	I	I
ENSCGOG00000009699	L	L	L
ENSCGOG00000017971	I	I	I
ENSCGOG00000012356	I	I	I
ENSCGOG00000015816	L	L	L
ENSCGOG00000024743	I	I	I
ENSCGOG00000016419	I	I	I
ENSCGOG00000024139	I	I	I
ENSCGOG00000011701	I	I	I
ENSCGOG00000002255	I	I	I
ENSCGOG00000002931	I	I	I
ENSCGOG00000011033	I	I	I
ENSCGOG00000006839	I	I	I
ENSCGOG00000023629	UL	UL	UL
ENSCGOG00000022036	I	I	I
ENSCGOG00000009093	I	I	I
ENSCGOG00000021609	I	I	I
ENSCGOG00000008010	I	I	I
ENSCGOG00000007317	L	L	L
ENSCGOG00000000259	I	I	I
ENSCGOG00000018250	UL	UL	UL
ENSCGOG00000019707	L	L	L
ENSCGOG00000001505	M	M	L
ENSCGOG00000013793	I	I	I
ENSCGOG00000022385	I	I	I
ENSCGOG00000024673	I	I	I
ENSCGOG00000006339	I	I	I
ENSCGOG00000010613	UL	UL	UL
ENSCGOG00000022445	L	I	I
ENSCGOG00000019805	I	I	I
ENSCGOG00000013112	I	I	I
ENSCGOG00000005065	I	I	I
ENSCGOG00000017507	I	I	I
ENSCGOG00000017051	I	UL	UL
ENSCGOG00000023821	I	I	I
ENSCGOG00000019210	I	I	I
ENSCGOG00000015015	I	UL	UL
ENSCGOG00000003356	L	M	M
ENSCGOG00000022938	I	I	I
ENSCGOG00000017173	I	I	I
ENSCGOG00000017111	I	I	I
ENSCGOG00000014776	I	I	I
ENSCGOG00000003071	I	I	I
ENSCGOG00000003321	I	I	I
ENSCGOG00000001734	I	I	I
ENSCGOG00000024361	I	I	I
ENSCGOG00000004661	I	I	I
ENSCGOG00000010136	I	I	I
ENSCGOG00000020231	L	L	L
ENSCGOG00000021336	I	I	I
ENSCGOG00000003523	I	I	I
ENSCGOG00000012985	I	I	I
ENSCGOG00000022821	I	I	I
ENSCGOG00000007484	I	I	I
ENSCGOG00000001478	I	I	I
ENSCGOG00000013605	L	L	L
ENSCGOG00000014721	UL	UL	UL
ENSCGOG00000016749	I	I	I
ENSCGOG00000022743	I	I	I
ENSCGOG00000022519	I	I	I
ENSCGOG00000000040	I	I	I
ENSCGOG00000016380	UL	UL	UL
ENSCGOG00000011157	I	I	I
ENSCGOG00000005383	I	I	I
ENSCGOG00000023833	I	I	I
ENSCGOG00000008213	I	UL	UL
ENSCGOG00000011969	I	I	I
ENSCGOG00000000321	I	I	I
ENSCGOG00000022712	I	I	I
ENSCGOG00000010697	I	I	I
ENSCGOG00000017938	I	I	I
ENSCGOG00000020763	I	I	I
ENSCGOG00000009311	I	I	I
ENSCGOG00000002308	I	I	I
ENSCGOG00000012103	I	I	I
ENSCGOG00000006503	I	I	I
ENSCGOG00000007055	UL	UL	UL
ENSCGOG00000011691	I	I	I
ENSCGOG00000007378	I	I	I
ENSCGOG00000014696	I	I	I
ENSCGOG00000021034	L	L	L
ENSCGOG00000019787	L	L	L
ENSCGOG00000022502	I	I	I
ENSCGOG00000006711	I	I	I
ENSCGOG00000018295	I	I	I
ENSCGOG00000016723	UL	L	L
ENSCGOG00000017404	I	I	I
ENSCGOG00000002231	L	M	M
ENSCGOG00000019989	I	I	I
ENSCGOG00000008764	I	I	I
ENSCGOG00000003164	UL	UL	UL
ENSCGOG00000012134	I	I	I
ENSCGOG00000006728	I	I	I
ENSCGOG00000021496	I	I	I
ENSCGOG00000012902	L	PG	PG
ENSCGOG00000022439	I	I	I
ENSCGOG00000015183	I	I	I
ENSCGOG00000000145	I	I	I
ENSCGOG00000014139	UL	UL	UL
ENSCGOG00000007536	I	I	I
ENSCGOG00000023247	UL	UL	UL
ENSCGOG00000010423	I	I	I
ENSCGOG00000012323	I	I	I
ENSCGOG00000015411	I	UL	UL
ENSCGOG00000022008	I	I	I
ENSCGOG00000008353	I	I	I
ENSCGOG00000014582	I	I	I
